customer_id,gross_revenue,recency_days,purchases_quantity,qt_items,qt_returns,purchased_returned_diff,cluster
17855,208.97,372,1,197,0,5.2832037287379885,about_to_sleep
14047,1308.6100000000001,8,5,381,4,5.932245187448011,potentials
17925,244.08,372,1,72,0,4.276666119016055,at_risk
13941,5112.96,21,5,2364,57,7.7437032581737535,insiders
17017,8694.26,2,20,6673,60,8.796792687674662,insiders
14135,4690.31,1,15,3850,0,8.25582842728183,insiders
13108,350.06,372,1,298,0,5.697093486505405,need_attention
12471,17424.05,2,27,8104,246,8.969287400118406,insiders
15601,6776.56,11,14,4983,5,8.512783482927537,insiders
13418,6127.43,11,18,3918,79,8.252967195000798,insiders
14766,2473.37,8,6,1349,26,7.187657164114956,runners_up
15658,1024.1000000000001,190,5,242,10,5.44673737166631,need_attention
14388,3212.84,10,8,1941,8,7.566828479208331,runners_up
14901,1421.29,11,9,661,2,6.490723534502507,runners_up
18041,4183.39,11,21,3819,9,8.245384468120747,insiders
15955,4416.26,24,14,2135,11,7.66105638236183,insiders
15070,106.2,372,1,36,0,3.58351893845611,about_to_lose
16244,1522.75,211,2,855,0,6.75110146893676,runners_up
15111,1567.48,29,3,710,0,6.565264970035361,runners_up
18304,45.85,372,1,11,0,2.3978952727983707,about_to_lose
14390,4652.82,10,9,2136,11,7.661527081358517,insiders
15260,1810.77,100,7,885,24,6.7580945044277305,runners_up
13305,2000.86,4,10,1232,0,7.116394144093465,runners_up
14491,340.93,175,2,139,0,4.9344739331306915,about_to_sleep
14060,6140.42,4,19,5386,12,8.589327789175437,insiders
15923,127.08,372,1,122,0,4.804021044733257,about_to_sleep
16752,207.5,372,1,54,0,3.9889840465642745,at_risk
17287,1064.11,26,7,559,0,6.326149473155099,potentials
15363,326.0,372,1,144,1,4.962844630259907,about_to_sleep
12915,363.65,148,2,93,0,4.532599493153256,at_risk
15544,3546.71,9,9,3109,4,8.040768994367578,insiders
15738,4812.42,18,16,2982,15,7.995306620290822,insiders
16042,1197.27,22,5,755,10,6.61338421837956,runners_up
17381,20275.61,8,29,25649,3,10.152142893019061,insiders
15827,1836.0900000000001,73,14,882,39,6.736966958001855,runners_up
14180,4748.52,10,25,719,9,6.565264970035361,runners_up
13117,984.91,21,8,945,0,6.851184927493743,runners_up
16916,576.26,23,2,440,0,6.0867747269123065,potentials
17964,471.7,31,2,301,0,5.707110264748875,need_attention
14466,2272.4,29,7,1006,0,6.913737350659685,runners_up
17235,550.06,25,2,224,0,5.4116460518550396,need_attention
16510,248.1,372,1,92,0,4.5217885770490405,at_risk
17802,1285.04,82,3,752,9,6.610696044717759,runners_up
15107,319.5,311,6,169,7,5.087596335232384,about_to_sleep
17976,353.19,372,1,106,0,4.663439094112067,about_to_sleep
14449,907.1,18,4,757,0,6.6293632534374485,runners_up
18305,54.25,372,1,15,0,2.70805020110221,about_to_lose
18306,66.65,372,1,23,0,3.1354942159291497,about_to_lose
15838,33643.08,11,19,18368,9360,9.105868350379472,insiders
16781,311.25,372,1,113,2,4.709530201312334,about_to_sleep
13491,1215.82,51,10,903,0,6.805722553416985,runners_up
16186,4006.94,22,12,3020,12,8.00903068506973,insiders
17685,3191.53,16,7,1956,0,7.578656850594762,runners_up
17581,11045.04,0,25,5927,66,8.676075516476429,insiders
15732,294.12,212,2,215,0,5.3706380281276624,need_attention
13138,962.39,22,6,473,0,6.159095388491933,potentials
18309,12.8,372,1,4,0,1.3862943611198906,about_to_lose
17567,4331.48,7,8,2632,204,7.794823152179389,insiders
15061,54534.14,3,48,28920,282,10.262489786233951,insiders
16203,592.9,58,4,262,1,5.564520407322694,need_attention
15640,12515.66,4,15,6607,35,8.790573479157159,insiders
15574,702.25,177,4,349,0,5.855071922202427,need_attention
16770,770.1,57,5,464,12,6.113682179832232,potentials
17838,2779.3,26,5,1879,458,7.259116128097101,runners_up
17228,1906.09,15,8,1532,0,7.3343293503005365,runners_up
14829,697.55,29,4,452,38,6.025865973825314,potentials
18310,252.3,372,1,134,0,4.897839799950911,about_to_sleep
17412,1258.06,2,7,738,0,6.6039438246004725,runners_up
14031,17286.86,7,19,5788,417,8.58876938990546,insiders
14775,1011.9,58,3,1174,0,7.068172000388042,runners_up
12971,11189.91,3,86,9289,85,9.127393451155257,insiders
15834,2231.25,70,4,963,4,6.8658910748834385,runners_up
17659,2999.46,17,12,1525,39,7.303843225277705,runners_up
15299,3907.01,67,6,2947,5,7.9868449011613825,insiders
15646,447.64000000000004,157,3,394,6,5.961005339623274,potentials
14443,1420.2,53,4,938,7,6.836259277277067,runners_up
14156,116729.63,9,54,57872,859,10.951034590988078,insiders
13402,621.23,127,2,479,0,6.171700597410915,potentials
18168,1169.94,176,6,594,9,6.371611847231857,potentials
17757,5601.34,1,30,3319,4,8.106212902619962,insiders
14625,899.63,196,2,335,5,5.799092654460526,need_attention
13011,50.550000000000004,372,1,13,0,2.5649493574615367,about_to_lose
13798,37153.85,1,57,23948,434,10.065351267427687,insiders
15384,642.41,169,2,596,3,6.385194398997726,potentials
14264,333.97,154,2,70,4,4.189654742026425,at_risk
13295,201.20000000000002,359,1,82,1,4.394449154672439,at_risk
16754,2002.4,372,1,4280,0,8.361708288575842,insiders
16634,217.9,222,2,82,0,4.406719247264253,at_risk
18239,1561.6100000000001,218,5,795,0,6.678342114654332,runners_up
14576,35.400000000000006,372,1,12,0,2.4849066497880004,about_to_lose
13145,618.52,39,4,145,3,4.955827057601261,about_to_sleep
14395,3507.71,2,9,1693,4,7.4318919168078,runners_up
14865,52.2,7,2,108,0,4.68213122712422,about_to_sleep
15093,4597.02,18,6,3760,27,8.224967478914584,insiders
12738,137.35,372,1,147,0,4.990432586778736,about_to_sleep
16150,2053.02,42,5,1047,43,6.911747300251674,runners_up
17552,930.41,60,4,719,10,6.5638555265321274,runners_up
14236,490.86,80,2,310,0,5.736572297479192,need_attention
17961,1296.44,21,39,560,0,6.327936783729195,potentials
14573,1653.42,179,9,544,6,6.2878585601617845,potentials
17135,1139.73,16,7,1224,0,7.1098794630722715,runners_up
17396,7312.8,39,7,2004,0,7.602900462204755,insiders
12967,1660.9,358,2,438,195,5.493061443340548,potentials
12686,71.14,371,1,106,0,4.663439094112067,about_to_sleep
15240,1706.57,44,5,1369,8,7.215975002651466,runners_up
18225,5509.12,3,12,3244,38,8.072779333169498,insiders
13370,754.87,371,1,343,7,5.817111159963204,need_attention
16883,276.73,187,2,104,0,4.6443908991413725,at_risk
13520,2984.35,58,6,1633,4,7.395721608602045,runners_up
12841,4022.35,4,25,2757,74,7.894690850425624,insiders
16905,3102.43,5,7,1408,1,7.249215057114389,runners_up
12427,699.8,21,3,526,297,5.43372200355424,potentials
18311,1079.7,371,1,149,0,5.003946305945459,about_to_sleep
17967,123.07,371,1,80,0,4.382026634673881,at_risk
18312,515.62,371,1,65,0,4.174387269895637,at_risk
18313,1895.94,371,1,315,0,5.752572638825633,need_attention
18314,8.47,371,1,1,0,0.0,at_risk
16891,809.7,1,5,283,0,5.645446897643238,need_attention
18315,6369.5599999999995,371,1,1640,0,7.402451520818244,runners_up
18316,5.46,371,1,13,0,2.5649493574615367,about_to_lose
14589,39.75,371,1,5,0,1.6094379124341003,about_to_lose
18317,549.0,371,1,200,0,5.298317366548036,about_to_sleep
18318,69.3,371,1,58,0,4.060443010546419,at_risk
14680,28754.11,25,16,13476,1002,9.431401757086068,insiders
17884,717.45,3,4,854,0,6.74993119378857,runners_up
12557,11990.960000000001,16,5,4384,0,8.385716828627851,insiders
14083,1018.43,4,9,732,0,6.595780513961311,runners_up
13013,4810.9400000000005,1,13,2224,7,7.7039102096163115,insiders
14210,1905.8400000000001,105,6,760,1,6.63200177739563,runners_up
16477,2494.46,63,7,1415,0,7.254884810077338,runners_up
12600,2311.04,28,10,758,0,6.630683385642372,runners_up
16013,37130.6,3,47,15536,1594,9.542661146046344,insiders
17949,58030.48,1,44,30450,2878,10.224556044005542,insiders
12779,3981.36,37,8,2024,28,7.59890045687141,insiders
16926,230.25,371,1,35,0,3.5553480614894135,about_to_lose
17787,1865.19,152,4,910,0,6.813444599510896,runners_up
12682,11028.22,3,31,5505,0,8.61341204915678,insiders
14723,1156.6,10,6,693,0,6.541029999189903,runners_up
17954,2332.72,5,12,2234,5,7.709308333385869,insiders
17819,3704.87,71,7,1031,4,6.934397209928558,runners_up
18321,10661.69,371,1,1834,0,7.51425465281641,runners_up
12712,3928.13,28,13,1036,17,6.926577033222725,runners_up
15373,2415.91,8,12,500,24,6.16541785423142,potentials
16140,725.18,65,2,730,2,6.590301048196686,runners_up
17198,692.22,23,3,357,0,5.877735781779639,potentials
17238,3744.65,2,17,1822,0,7.507690077819904,runners_up
12793,461.48,334,2,292,0,5.676753802268282,need_attention
18322,26.4,371,1,32,0,3.4657359027997265,about_to_lose
15769,56252.72,7,26,29672,2012,10.227742605218749,insiders
14396,487.99,65,2,225,0,5.41610040220442,need_attention
14898,1303.52,23,6,1020,12,6.915723448631314,runners_up
12725,371.8,371,1,162,0,5.087596335232384,about_to_sleep
16725,779.57,302,6,293,1,5.676753802268282,need_attention
18350,76.83,371,1,48,0,3.871201010907891,at_risk
12395,2682.63,19,12,2097,5,7.645875825184813,insiders
16455,1841.18,63,7,988,0,6.895682697747868,runners_up
13081,28337.38,11,11,19068,138,9.848503244203368,insiders
15545,292.71999999999997,54,2,163,0,5.093750200806762,about_to_sleep
17243,8668.45,1,26,3366,8,8.119100837637486,insiders
15465,7354.62,19,18,1257,40,7.104144092987527,runners_up
15708,3364.2400000000002,40,7,1267,9,7.1372784372603855,runners_up
13089,58825.83,2,97,31070,283,10.33484780193963,insiders
16033,8816.4,5,20,3539,23,8.165079258805068,insiders
13838,691.73,5,4,263,0,5.572154032177765,need_attention
15351,1960.1100000000001,12,7,753,21,6.595780513961311,runners_up
18055,6784.1900000000005,7,10,2455,5,7.803843303538772,insiders
15038,705.49,58,6,217,30,5.231108616854587,need_attention
18109,8052.97,1,26,4237,18,8.347353412124338,insiders
13069,4436.12,0,24,5885,419,8.606302366488013,insiders
16241,2607.87,9,13,1453,0,7.2813856635702825,runners_up
14800,4339.74,47,12,3655,21,8.198089248956116,insiders
16839,16594.35,8,34,8975,504,9.044403844431551,insiders
16168,3787.6,10,27,1892,4,7.543273346705446,runners_up
16931,4604.22,5,21,3158,0,8.057694194815587,insiders
16814,6499.2,14,21,2763,1,7.923710333969238,insiders
13269,5346.2300000000005,1,15,3514,5,8.163086375583216,insiders
14813,155.43,369,2,67,0,4.204692619390966,at_risk
12567,8609.28,22,10,4261,216,8.305236829492593,insiders
17062,533.33,313,4,418,2,6.030685260261263,potentials
15332,1661.06,366,4,652,0,6.480044561926653,runners_up
14810,2087.88,40,11,1016,0,6.923628628138427,runners_up
16353,6675.71,3,23,2006,0,7.603897968521881,insiders
18118,5651.42,10,26,2870,5,7.9603236291488395,insiders
13831,2202.99,16,6,745,0,6.61338421837956,runners_up
13506,458.52,316,2,324,3,5.771441123130016,need_attention
17796,697.9,40,4,178,0,5.181783550292085,about_to_sleep
15716,1118.81,145,4,744,0,6.612041034833092,runners_up
18156,734.94,12,2,301,0,5.707110264748875,need_attention
15221,403.25,366,1,43,18,3.2188758248682006,at_risk
16983,1931.25,12,7,1379,13,7.2196420401307355,runners_up
17059,3095.04,29,5,1855,0,7.5256399750415355,runners_up
16327,3813.62,14,6,2535,0,7.837948916025283,insiders
17211,2317.2200000000003,26,8,1323,13,7.177782416195197,runners_up
17026,154.82999999999998,185,2,97,0,4.574710978503383,at_risk
15570,4165.52,7,12,2067,9,7.629489916393995,insiders
15880,343.28000000000003,369,1,211,24,5.231108616854587,need_attention
16718,623.75,369,1,413,0,6.023447592961033,promising
15808,3734.9700000000003,306,4,1343,2,7.201170883281678,runners_up
17858,5155.66,5,12,2706,0,7.903226808730733,insiders
16393,3046.21,2,13,1576,47,7.332369205929062,runners_up
14527,8507.82,2,55,2087,4,7.641564441260972,insiders
14161,1110.52,215,3,455,0,6.12029741895095,potentials
17863,3160.0,59,6,2638,0,7.87777633327726,insiders
16411,214.65,19,2,132,0,4.882801922586371,about_to_sleep
16402,299.6,264,2,149,0,5.003946305945459,about_to_sleep
15023,6783.86,3,11,2862,8,7.956476798036782,insiders
17402,2598.85,4,12,700,0,6.551080335043404,runners_up
15426,1447.39,19,5,674,11,6.4967749901858625,runners_up
12647,3146.82,22,12,1399,12,7.234898420314831,runners_up
15894,262.9,253,2,167,0,5.117993812416755,about_to_sleep
15867,3806.1,5,15,2041,2,7.620214770574455,insiders
14506,2012.17,17,5,730,0,6.593044534142437,runners_up
15555,4802.18,12,16,4409,28,8.385032287813898,insiders
13034,642.77,54,2,369,0,5.910796644040527,potentials
15889,427.57,156,2,209,0,5.342334251964811,need_attention
15953,1659.3799999999999,15,8,892,7,6.785587645007929,runners_up
16143,2424.94,3,6,919,2,6.821107472256465,runners_up
12720,5115.7300000000005,2,25,4635,17,8.43771698991444,insiders
16422,34684.4,17,51,33704,120,10.421805042060415,insiders
12747,4196.01,2,11,1275,0,7.150701457592526,runners_up
15502,6923.98,15,10,4232,407,8.249313746260636,insiders
12763,494.08,138,2,316,0,5.755742213586912,need_attention
14081,934.52,302,2,596,3,6.385194398997726,potentials
18355,3.35,369,1,1,0,0.0,at_risk
17965,2622.57,37,14,1556,0,7.349873704738337,runners_up
14404,1474.32,33,6,839,8,6.7226297948554485,runners_up
13579,467.04,14,2,176,0,5.170483995038151,about_to_sleep
13174,2813.03,16,3,1394,0,7.2399325913204695,runners_up
15987,1451.28,12,7,1556,0,7.349873704738337,runners_up
17677,16363.23,1,30,9775,50,9.182455168486648,insiders
18356,2.95,368,1,1,0,0.0,at_risk
13652,1095.08,45,3,578,0,6.359573868672378,potentials
12586,196.94000000000003,17,1,79,2,4.343805421853684,at_risk
17428,17256.85,0,28,9474,39,9.152181457802651,insiders
16161,5575.56,1,19,2599,58,7.840312983320164,insiders
16858,375.69000000000005,368,1,91,8,4.418840607796598,at_risk
18357,6471.71,368,1,1607,0,7.382124365737512,runners_up
18219,2069.77,2,10,885,2,6.78332520060396,runners_up
18358,6719.61,368,1,1810,0,7.501082124259871,runners_up
14293,1046.56,3,4,709,0,6.5638555265321274,runners_up
14748,1415.75,29,5,1223,30,7.084226422097916,runners_up
16638,1680.72,22,10,1255,1,7.134093721192866,runners_up
17674,551.04,74,2,672,0,6.51025834052315,runners_up
12808,455.65000000000003,36,3,187,0,5.231108616854587,about_to_sleep
13094,1927.3200000000002,21,12,1716,174,7.340835554123275,runners_up
15899,56.25,368,1,39,0,3.6635616461296463,about_to_lose
12708,2442.91,29,10,1292,37,7.134890851565884,runners_up
18360,26.349999999999998,368,1,31,0,3.4339872044851463,about_to_lose
18361,351.47,368,1,178,0,5.181783550292085,about_to_sleep
15898,1388.88,1,5,570,2,6.342121418721152,potentials
17691,290.40000000000003,358,2,134,0,4.897839799950911,about_to_sleep
17227,939.32,18,6,741,0,6.608000625296087,runners_up
15039,19914.44,9,47,9209,18,9.12598002335811,insiders
15919,639.89,19,2,545,0,6.300785794663244,potentials
13497,348.05,282,2,163,4,5.0689042022202315,about_to_sleep
15860,977.21,40,8,440,0,6.0867747269123065,potentials
14189,4654.08,2,15,3937,18,8.273591798199632,insiders
15304,694.4000000000001,60,8,104,4,4.605170185988092,at_risk
14867,710.28,185,3,328,1,5.7899601708972535,need_attention
14344,889.9300000000001,127,8,477,0,6.1675164908883415,potentials
12474,6745.79,17,18,4812,83,8.461469042643875,insiders
16719,1790.42,14,7,1204,2,7.091742115095153,runners_up
15048,384.05,65,4,195,12,5.209486152841421,about_to_sleep
15301,5070.35,50,12,2775,7,7.92588031673756,insiders
14708,1126.37,2,3,621,6,6.421622267806518,potentials
16898,508.81,26,3,419,33,5.955837369464831,potentials
14825,2226.91,3,12,991,0,6.898714534329988,runners_up
18113,76.32000000000001,368,1,72,0,4.276666119016055,at_risk
17596,2827.93,23,7,4400,0,8.389359819906353,insiders
15078,9743.11,7,32,5105,36,8.53089883847235,insiders
14085,4448.54,2,18,3184,1,8.065579427282092,insiders
17860,252.8,368,1,104,0,4.6443908991413725,at_risk
13155,971.76,33,4,497,0,6.208590026096629,potentials
15028,627.13,8,4,459,0,6.129050210060545,potentials
16919,2596.45,156,11,1413,0,7.253470382684528,runners_up
17259,603.37,148,2,410,0,6.016157159698354,potentials
17019,1272.61,11,4,827,0,6.717804695023691,runners_up
14487,1196.33,26,6,735,1,6.598509028614515,runners_up
16722,4730.81,17,13,5001,12,8.514990767861038,insiders
15882,514.08,198,4,264,10,5.537334267018537,need_attention
14667,9236.95,10,25,5384,3,8.59062950948942,insiders
16710,2483.04,19,10,1836,0,7.515344571180436,runners_up
16550,2298.97,108,5,1540,14,7.330405211844402,runners_up
15984,2837.67,2,10,1843,10,7.513709247839705,runners_up
17682,2474.33,10,6,1367,2,7.21890970761906,runners_up
16658,123.24,368,1,40,0,3.6888794541139363,about_to_lose
17068,4545.89,12,21,2159,10,7.67275789664251,insiders
15356,2766.5,31,10,1673,0,7.422373700986824,runners_up
17223,391.79,310,2,111,0,4.709530201312334,about_to_sleep
16817,1604.75,2,9,822,60,6.635946555686647,runners_up
13030,799.48,11,2,394,0,5.976350909297934,potentials
17191,2095.13,28,7,1167,0,7.062191632286556,runners_up
15194,7616.53,3,15,5703,55,8.639056779173078,insiders
14409,2059.4500000000003,71,6,1230,72,7.05444965813294,runners_up
18366,9.65,368,1,4,0,1.3862943611198906,about_to_lose
16654,601.27,141,4,282,2,5.634789603169249,need_attention
16861,173.76,59,2,140,6,4.897839799950911,about_to_sleep
13481,1804.56,45,5,1142,15,7.027314514039777,runners_up
13495,2044.8700000000001,7,5,829,15,6.70196036600254,runners_up
17519,1844.02,17,6,1236,3,7.117205503164344,runners_up
17218,1960.72,4,10,958,0,6.86484777797086,runners_up
17812,732.16,12,4,350,0,5.857933154483459,need_attention
14215,1789.72,11,6,1358,4,7.21081845347222,runners_up
15602,1297.8700000000001,8,9,1137,138,6.906754778648554,runners_up
17320,1200.6200000000001,100,3,634,0,6.452048954437226,runners_up
16782,2279.9,10,13,712,9,6.555356891810665,runners_up
12913,2483.63,4,5,1419,0,7.257707677160043,runners_up
18372,7272.41,368,1,1868,0,7.532623618788788,runners_up
17869,428.18,107,5,111,0,4.709530201312334,about_to_sleep
13564,1198.38,354,2,660,0,6.492239835020471,runners_up
18377,5.07,368,1,2,0,0.6931471805599453,about_to_lose
14850,325.75,311,1,293,8,5.652489180268651,need_attention
15021,1914.82,8,9,847,18,6.720220155135295,runners_up
13963,664.54,308,4,460,0,6.131226489483141,potentials
17450,194550.79,8,46,69993,952,11.142455810009308,insiders
17091,3827.76,2,9,1746,3,7.463363045520021,runners_up
17470,1125.07,44,5,1675,0,7.423568444259167,runners_up
17616,571.1999999999999,173,3,224,0,5.4116460518550396,need_attention
15649,816.0,336,2,192,0,5.2574953720277815,about_to_sleep
12681,12365.54,14,22,7457,15,8.914894908906568,insiders
14907,3501.1,3,7,1691,5,7.430114138561801,runners_up
17735,13110.02,2,19,8439,0,9.040619097157967,insiders
16059,1459.8600000000001,65,6,643,0,6.466144724237619,runners_up
17720,1195.94,26,4,576,0,6.3561076606958915,potentials
15018,496.21000000000004,38,3,189,1,5.236441962829949,about_to_sleep
14733,9585.91,16,12,3764,39,8.22282213081366,insiders
13756,5189.52,2,14,3188,24,8.059592328887545,insiders
14176,576.9000000000001,297,4,209,2,5.332718793265369,need_attention
13319,10845.550000000001,5,26,4724,38,8.452334619067742,insiders
15353,777.02,254,2,343,0,5.8377304471659395,need_attention
18119,181.12,367,1,125,0,4.8283137373023015,about_to_sleep
17491,3558.87,1,10,2013,1,7.60688453121963,insiders
14282,3729.34,3,15,2668,0,7.889084407035514,insiders
13569,372.25,17,2,163,0,5.093750200806762,about_to_sleep
14673,1736.4,3,5,1004,0,6.911747300251674,runners_up
13488,8968.31,17,13,4518,6,8.414495793177895,insiders
16221,864.86,36,3,717,0,6.57507584059962,runners_up
15002,1641.76,115,4,862,0,6.759255270663693,runners_up
15965,845.64,17,4,453,0,6.115892125483034,potentials
15024,1661.33,9,10,920,0,6.824373670043086,runners_up
17675,20374.28,1,31,8360,82,9.021356672308677,insiders
13769,2796.51,2,10,1163,11,7.049254841255837,runners_up
16904,3750.4700000000003,4,16,2024,0,7.6128310304073565,insiders
16086,1121.39,59,5,511,1,6.234410725718371,potentials
13786,230.39999999999998,367,1,136,0,4.912654885736052,about_to_sleep
13880,3219.77,21,13,1842,0,7.518607216815252,runners_up
18392,19.5,367,1,10,0,2.302585092994046,about_to_lose
13173,353.65,4,2,277,0,5.6240175061873385,need_attention
15858,1438.85,15,5,1167,0,7.062191632286556,runners_up
15180,87.5,367,1,36,0,3.58351893845611,about_to_lose
12347,4310.0,2,7,2458,0,7.80710329012598,insiders
14739,3902.28,4,7,3820,3,8.247220052745229,insiders
16293,2248.9900000000002,21,10,982,4,6.885509670034818,runners_up
17419,4226.57,11,12,1876,4,7.534762657037537,runners_up
18395,24.9,367,1,5,0,1.6094379124341003,about_to_lose
16775,1695.66,10,11,440,0,6.0867747269123065,potentials
16306,632.27,213,6,487,16,6.154858094016418,potentials
